Session Time,GPS Fix Quality,Number of Satellites,GPS Date & Time,Latitude (deg),Longitude (deg),GPS Altitude (feet),Ground Speed (knots),Ground Track (deg),Mag Var (deg),Cross Track Error (NM),Destination Waypoint ID,Range to Destination (NM),Bearing to Destination (deg),System Time,Pitch (deg),Roll (deg),Magnetic Heading (deg),Indicated Airspeed (knots),Pressure Altitude (ft),Turn Rate (deg/s),Lateral Accel (g),Vertical Accel(g),Angle of Attack (%),Vertical Speed (ft/min),OAT (deg C),True Airspeed (knots),Barometer Setting (inHg),Density Altitude (ft),Wind Direction (deg),Wind Speed (knots),Heading Bug (deg),Altitude Bug (ft),Airspeed Bug (knots),Vertical Speed Bug (ft/min),Course (deg),CDI Source Type,CDI Source Port,CDI Scale (NM),CDI Deflection (%),Glideslope (%),AP Engaged,AP Roll Mode,AP Roll Force,AP Roll Position (steps),AP Roll Slip (bool),AP Pitch Force,AP Pitch Position (steps),AP Pitch Slip (bool),AP Yaw Force,AP Yaw Position,AP Yaw Slip (bool),Transponder Status,Transponder Reply (bool),Transponder Identing (bool),Transponder Code (octal),Oil Pressure (PSI),Oil Temp (deg C),RPM L,RPM R,Manifold Pressure (inHg),Fuel Flow 1 (gal/hr),Fuel Flow 2 (gal/hr),Fuel Pressure (PSI),Fuel Level L (gal),Fuel Level R (gal),Fuel Remaining (gal),Volts 1,Volts 2,Amps,Hobbs Time,Tach Time,Thermocouple 1 (deg C),Thermocouple 2 (deg C),Thermocouple 3 (deg C),Thermocouple 4 (deg C),CHT 4 (deg C),EGT 4 (deg C),CHT 3 (deg C),EGT 3 (deg C),CHT 2 (deg C),EGT 2 (deg C),CHT 1 (deg C),EGT 1 (deg C),Thermocouple 13 (deg C),Thermocouple 14 (deg C),ELEV POSITION (%),FLAPS POSITION (Sensor V),GP Input 3,FUEL PRESSURE (PSI),PHEAT CONTACT (V),GP Input 6,GP Input 7,GP Input 8,LEFT LEVEL (gal),RIGHT LEVEL (gal),OIL PRESSURE (PSI),OIL TEMPERATURE (deg C),GP Input 13,Contacts,Percent Power,EGT Leaning State,
3643.31,2,10,2019-03-30 12:28:46,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:46,+10.7,-0.6,198.6,0.0,-125,+0.1,-0.01,+1.0,99,+49,+16,0.0,30.06,-49,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,+10,,,-2,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.5,15.7,14.0,35.1,12.3,,-2.9,18.1,14.8,,,,,+145,+366,+143,+356,+141,+315,+148,+358,,,-100,+4.995,,+23.5,+4.998,,,,+15.7,+14.0,+0.0,+77.0,,,,,
3643.56,2,10,2019-03-30 12:28:46,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:46,+10.7,-0.6,198.6,0.0,-125,+0.1,-0.01,+1.0,99,+8,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,+10,,,-2,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.5,15.7,14.0,35.1,12.3,,-2.9,18.1,14.8,,,,,+145,+366,+143,+355,+141,+315,+148,+358,,,-100,+4.995,,+23.5,+4.998,,,,+15.7,+14.0,+0.0,+77.0,,,,,
3643.81,2,10,2019-03-30 12:28:47,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:46,+10.7,-0.6,198.5,0.0,-125,+0.1,-0.01,+1.0,99,+31,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,+10,,,-2,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.5,15.7,14.0,35.1,12.1,,-2.9,18.1,14.8,,,,,+145,+366,+143,+355,+141,+314,+148,+357,,,-100,+4.995,,+23.5,+4.998,,,,+15.7,+14.0,+0.0,+77.0,,,,,
3644.06,2,10,2019-03-30 12:28:47,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:46,+10.7,-0.6,198.5,0.0,-125,+0.1,-0.01,+1.0,99,-1,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,+10,,,-2,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.4,15.7,14.0,35.1,9.0,,-2.7,18.1,14.8,,,,,+145,+365,+143,+354,+141,+314,+148,+357,,,-100,+4.995,,+23.4,+4.998,,,,+15.7,+14.0,+0.0,+77.0,,,,,
3644.31,2,10,2019-03-30 12:28:47,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:47,+10.8,-0.6,198.4,0.0,-125,+0.1,-0.01,+1.0,99,+28,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,+10,,,-2,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.4,15.7,14.0,35.1,6.2,,-2.3,18.1,14.8,,,,,+145,+365,+143,+354,+141,+314,+148,+356,,,-100,+4.995,,+23.4,+4.998,,,,+15.7,+14.0,+0.0,+77.1,,,,,
3644.56,2,10,2019-03-30 12:28:47,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:47,+10.8,-0.6,198.4,0.0,-125,+0.1,-0.01,+1.0,99,-7,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,+10,,,-2,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.4,15.7,14.0,35.1,4.7,,-2.0,18.1,14.8,,,,,+145,+364,+143,+354,+141,+314,+148,+356,,,-100,+4.995,,+23.4,+4.998,,,,+15.7,+14.0,+0.0,+77.0,,,,,
3644.81,2,10,2019-03-30 12:28:48,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:47,+10.7,-0.6,198.4,0.0,-125,+0.1,-0.01,+1.0,99,+37,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,,,,,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.4,15.7,14.0,35.1,3.8,,-1.8,18.1,14.8,,,,,+145,+364,+143,+353,+141,+313,+148,+355,,,-100,+4.995,,+23.4,+4.998,,,,+15.7,+14.0,+0.0,+77.0,,,,,
3645.06,2,10,2019-03-30 12:28:48,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:47,+10.7,-0.6,198.3,0.0,-125,+0.1,-0.01,+1.0,99,-7,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,,,,,,,,,,,,,0,+77,0,0,30.6,0.0,0.0,23.4,15.7,14.0,35.1,3.3,,-1.6,18.1,14.8,,,,,+145,+363,+143,+353,+141,+313,+148,+354,,,-100,+4.995,,+23.4,+4.998,,,,+15.7,+14.0,+0.0,+77.0,,,,,
3645.31,2,10,2019-03-30 12:28:48,+40.52908,-78.64901,26,0.0,280.8,+11.8,-0.17,KTGI,67.3,212.4,12:28:48,+10.8,-0.7,198.3,0.0,-125,+0.1,-0.01,+1.0,99,+22,+16,0.0,30.06,-51,,,96,+2600,120.0,-500,224,0,0,5.0,-3,-99,,,,,,,,,,,,,,,,0,+77,0,0,30.6,0.0
0.06,1,9,2019-03-30 20:15:13,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:13,,,,,,,,,,,+22,,,,,,96,,120.0,-500,,0,0,,,+0,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,18.1,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.31,1,9,2019-03-30 20:15:13,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:13,,,,,,,,,,,+22,,,,,,96,,120.0,-500,,0,0,,,+0,,,,,,,,,,,,,,,,,,,,,,,,,,35.1,,,,18.1,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.56,1,9,2019-03-30 20:15:14,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:13,+11.2,-0.7,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+30,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,,,0,0,,0.0,0.0,,,,35.1,14.5,,+13.4,18.1,14.8,,,,,+37,+513,+41,+510,+38,+513,+40,+515,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.8,+27.0,,,,,
0.81,1,8,2019-03-30 20:15:14,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:13,+11.3,-0.7,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+32,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,,,984,984,,0.0,0.0,,,,35.1,14.5,,+13.4,18.1,14.8,,,,,+37,+513,+41,+511,+38,+514,+41,+516,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.8,+27.0,,,,,
1.06,1,9,2019-03-30 20:15:14,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:13,+11.3,-0.6,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+36,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,,,972,972,,3.3,3.3,,,,35.1,14.5,,+13.4,18.1,14.8,,,,,+37,+514,+41,+512,+38,+515,+41,+516,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.6,+27.0,,,,,
1.31,1,9,2019-03-30 20:15:14,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:14,+11.3,-0.6,190.3,0.0,-47,+0.1,-0.01,+1.0,99,+35,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,,,968,968,,3.3,3.3,,,,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+516,+41,+514,+38,+516,+41,+516,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.4,+27.0,,,,,
1.56,1,9,2019-03-30 20:15:15,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:14,+11.3,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+32,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,,,980,980,,3.2,3.2,,,,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+517,+41,+514,+39,+518,+41,+516,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.5,+27.0,,,,,
1.81,1,9,2019-03-30 20:15:15,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:14,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+37,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,,,991,991,,3.2,3.2,,,,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+518,+42,+515,+39,+518,+41,+516,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.8,+27.0,,,,,
2.06,1,9,2019-03-30 20:15:15,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:14,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+38,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,58,+27,995,995,13.9,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+519,+42,+515,+39,+518,+41,+517,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.1,+27.0,,,,,
2.31,1,9,2019-03-30 20:15:15,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:15,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+23,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,58,+27,995,995,13.9,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+520,+42,+516,+39,+518,+41,+517,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.0,+27.0,,,,,
2.56,1,9,2019-03-30 20:15:16,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:15,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+32,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,58,+27,983,983,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+520,+42,+517,+39,+519,+41,+518,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.9,+27.1,,,,,
2.81,1,9,2019-03-30 20:15:16,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:15,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+26,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,58,+27,990,990,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+523,+42,+518,+39,+519,+41,+519,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.8,+27.1,,,,,
3.06,1,9,2019-03-30 20:15:16,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:15,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+32,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-45,,,,,,,,,58,+27,994,994,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+523,+42,+518,+39,+520,+41,+519,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.9,+27.1,,,,,
3.31,1,9,2019-03-30 20:15:16,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:16,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+35,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-46,,,,,,,,,58,+27,996,996,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+38,+524,+42,+519,+39,+520,+42,+519,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.1,+27.1,,,,,
3.56,1,9,2019-03-30 20:15:17,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:16,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+43,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,996,996,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+39,+525,+43,+520,+39,+520,+42,+519,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.1,+27.1,,,,,
3.81,1,9,2019-03-30 20:15:17,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:16,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+20,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,991,991,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.4,18.1,14.8,,,,,+39,+525,+43,+521,+40,+521,+42,+519,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.0,+27.1,,,,,
4.06,1,9,2019-03-30 20:15:17,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:16,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+20,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,989,989,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.3,18.1,14.8,,,,,+39,+527,+43,+522,+40,+522,+42,+520,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.9,+27.1,,,,,
4.31,1,9,2019-03-30 20:15:17,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:17,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+15,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,996,996,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.3,18.1,14.8,,,,,+39,+527,+43,+522,+40,+522,+42,+521,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.9,+27.1,,,,,
4.56,1,9,2019-03-30 20:15:18,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:17,+11.2,-0.5,190.4,0.0,-47,+0.1,-0.00,+1.0,99,+27,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,992,992,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.3,18.1,14.8,,,,,+39,+527,+43,+523,+40,+523,+42,+521,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.0,+27.1,,,,,
4.81,1,9,2019-03-30 20:15:18,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:17,+11.3,-0.5,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+11,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,996,996,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.3,18.1,14.8,,,,,+39,+529,+43,+524,+40,+523,+42,+521,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+57.9,+27.1,,,,,
5.06,1,9,2019-03-30 20:15:18,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:17,+11.3,-0.4,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+18,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,1001,1001,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.3,18.1,14.8,,,,,+39,+530,+44,+524,+40,+524,+42,+521,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.2,+27.1,,,,,
5.31,1,9,2019-03-30 20:15:18,+40.52901,-78.64906,47,0.0,0.0,+11.8,,,,,20:15:18,+11.3,-0.4,190.4,0.0,-47,+0.1,-0.01,+1.0,99,+5,+22,0.0,30.06,+761,,,96,,120.0,-500,,0,0,,,+0,,,,+5,,,-47,,,,,,,,,58,+27,996,996,13.7,3.2,3.2,28.8,15.5,13.9,35.1,14.5,,+13.2,18.1,14.8,,,,,+40,+531,+44,+525,+40,+524,+43,+522,,,-100,+4.996,,+28.8,+4.998,,,,+15.5,+13.9,+58.1,+27.1,,,,,
